Date/Time	Green Algae	Bluegreen	Diatoms	Cryptophyta	#5	#6	#7	Yellow substances	Total conc.	Transmission	Depth	Temp. Sample	Green Algae	Bluegreen	Diatoms	Cryptophyta	#5	#6	#7	Yellow substances	Total cell count	Trans. 700 nm	LED 3 [525 nm]	LED 4 [570 nm]	LED 5 [610 nm]	LED 6 [370 nm]	LED 7 [590 nm]	LED 8 [470 nm]	Pressure	Temp. LEDs	Temp. Sensor
date	µg/l	µg/l	µg/l	µg/l	µg/l	µg/l	µg/l	r.u.	µg/l	%	m	°C	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	r.u.	cells/ml	digits	digits	digits	digits	digits	digits	digits	bar	°C	°C
6/18/2025 12:48:15 PM	0.00	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.09	65.43	-0.77	23.92	0	94	0	0	0	0	0	0	94	119.35	1.67	-2.54	1.57	-2.42	5.53	-3.55	0.92	24.00	25.57
6/18/2025 12:48:18 PM	0.00	1.11	0.00	0.00	0.00	0.00	0.00	0.18	1.11	66.18	-0.77	23.91	0	1112	0	0	0	0	0	0	1112	120.72	4.53	1.44	6.57	5.97	5.57	-3.16	0.92	24.05	25.66
6/18/2025 12:48:20 PM	0.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.30	68.16	-0.77	23.90	158	0	0	0	0	0	0	0	158	124.33	-6.16	-0.14	1.82	0.07	1.87	3.48	0.92	24.09	25.61
6/18/2025 12:48:23 PM	0.00	0.00	0.00	0.29	0.00	0.00	0.00	0.00	0.29	66.06	-0.77	23.91	0	0	0	9	0	0	0	0	9	120.50	3.66	1.74	1.61	0.94	4.84	-0.77	0.92	24.14	25.66
6/18/2025 12:48:25 PM	1.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.60	64.40	-0.77	23.95	845	0	0	0	0	0	0	0	845	117.48	0.14	4.36	-0.85	2.41	4.25	7.76	0.92	24.19	25.71
6/18/2025 12:48:28 PM	0.00	0.54	0.00	0.33	0.00	0.00	0.00	0.09	0.87	63.82	-0.78	23.93	0	540	0	10	0	0	0	0	550	116.41	4.67	4.41	4.15	4.14	5.54	-0.77	0.92	24.26	25.74
6/18/2025 12:48:31 PM	0.00	0.82	0.00	0.00	0.00	0.00	0.00	0.00	0.82	66.01	-0.77	23.92	0	817	0	0	0	0	0	0	817	120.40	-2.58	-6.27	11.87	0.31	1.19	-5.81	0.92	24.32	25.76
6/18/2025 12:48:34 PM	0.00	1.39	0.00	0.00	0.00	0.00	0.00	0.31	1.39	66.02	-0.78	23.91	0	1394	0	0	0	0	0	0	1394	120.42	-5.18	0.27	8.23	7.37	8.15	2.16	0.92	24.34	25.74
6/18/2025 12:48:37 PM	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.50	65.46	-0.78	23.89	0	500	0	0	0	0	0	0	500	119.41	0.24	1.98	3.02	1.26	5.46	-1.30	0.92	24.40	25.76
6/18/2025 12:48:39 PM	0.00	0.59	0.00	0.00	0.00	0.00	0.00	0.03	0.59	64.51	-0.78	23.87	0	591	0	0	0	0	0	0	591	117.68	-0.77	-0.10	3.85	2.38	5.73	-0.71	0.92	24.44	25.77
6/18/2025 12:48:42 PM	0.00	0.44	0.00	0.00	0.00	0.00	0.00	0.00	0.44	65.79	-0.78	23.88	0	445	0	0	0	0	0	0	445	120.01	3.26	4.34	3.90	1.21	3.17	-3.03	0.92	24.49	25.81
6/18/2025 12:48:45 PM	0.05	0.84	0.00	0.00	0.00	0.00	0.00	0.00	0.89	65.08	-0.77	23.94	26	841	0	0	0	0	0	0	867	118.72	-0.13	-2.06	2.32	1.44	9.62	0.51	0.92	24.52	25.79
6/18/2025 12:48:48 PM	0.00	0.77	0.00	0.00	0.00	0.00	0.00	0.00	0.77	65.05	-0.78	23.93	0	770	0	0	0	0	0	0	770	118.65	1.49	-0.13	3.57	0.96	7.36	-3.85	0.92	24.55	25.85
