Date/Time	Green Algae	Bluegreen	Diatoms	Cryptophyta	#5	#6	#7	Yellow substances	Total conc.	Transmission	Depth	Temp. Sample	Green Algae	Bluegreen	Diatoms	Cryptophyta	#5	#6	#7	Yellow substances	Total cell count	Trans. 700 nm	LED 3 [525 nm]	LED 4 [570 nm]	LED 5 [610 nm]	LED 6 [370 nm]	LED 7 [590 nm]	LED 8 [470 nm]	Pressure	Temp. LEDs	Temp. Sensor
date	µg/l	µg/l	µg/l	µg/l	µg/l	µg/l	µg/l	r.u.	µg/l	%	m	°C	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	r.u.	cells/ml	digits	digits	digits	digits	digits	digits	digits	bar	°C	°C
7/3/2025 1:22:57 PM	0.00	0.87	0.00	0.00	0.00	0.00	0.00	0.00	0.87	52.44	-0.82	25.16	0	871	0	0	0	0	0	0	871	95.66	-1.15	2.30	6.54	-2.25	5.39	2.07	0.92	24.80	25.85
7/3/2025 1:23:00 PM	0.44	0.32	0.00	0.00	0.00	0.00	0.00	0.00	0.76	36.71	-0.82	25.18	235	315	0	0	0	0	0	0	550	66.99	-0.29	0.50	6.32	1.20	1.84	2.15	0.92	24.85	25.79
7/3/2025 1:23:03 PM	0.00	1.17	0.00	0.00	0.00	0.00	0.00	0.00	1.17	62.21	-0.82	25.25	0	1174	0	0	0	0	0	0	1174	113.49	-2.60	0.99	9.55	-4.50	5.96	-2.50	0.92	24.94	25.87
7/3/2025 1:23:06 PM	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.10	31.42	-0.81	25.33	0	103	0	0	0	0	0	0	103	57.34	-3.34	-1.89	1.89	-0.94	5.44	0.87	0.92	24.99	25.93
7/3/2025 1:23:08 PM	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	27.07	-0.80	25.41	0	0	0	0	0	0	0	0	0	49.41	-1.95	-2.37	0.03	2.65	3.82	-2.02	0.92	25.01	25.89
7/3/2025 1:23:11 PM	0.00	1.66	0.00	0.00	0.00	0.00	0.00	0.00	1.66	66.84	-0.81	25.45	0	1665	0	0	0	0	0	0	1665	121.92	2.80	0.32	9.22	2.24	7.32	-0.64	0.92	25.07	25.93
7/3/2025 1:23:14 PM	0.00	1.63	0.00	0.00	0.00	0.00	0.00	0.16	1.63	65.25	-0.82	25.46	0	1628	0	0	0	0	0	0	1628	119.03	0.43	2.30	8.89	4.80	7.62	0.68	0.92	25.15	25.89
7/3/2025 1:23:16 PM	0.40	2.17	0.00	0.00	0.00	0.00	0.00	0.00	2.56	62.29	-0.86	25.48	210	2168	0	0	0	0	0	0	2377	113.63	-2.90	4.73	9.08	3.97	12.09	2.05	0.92	25.19	25.92
7/3/2025 1:23:19 PM	0.00	1.51	0.00	0.00	0.00	0.00	0.00	0.00	1.51	61.96	-0.93	25.50	0	1506	0	0	0	0	0	0	1506	113.02	-3.29	-1.22	7.34	-0.18	10.18	0.03	0.91	25.19	25.90
7/3/2025 1:23:22 PM	0.00	0.32	0.00	0.00	0.00	0.00	0.00	0.10	0.32	57.97	-0.85	25.50	0	318	0	0	0	0	0	0	318	105.76	2.74	-0.86	3.48	3.37	3.68	-1.72	0.92	25.25	26.03
7/3/2025 1:23:24 PM	0.00	1.45	0.00	0.24	0.00	0.00	0.00	0.00	1.69	64.56	-0.82	25.46	0	1450	0	7	0	0	0	0	1457	117.77	1.09	2.71	5.77	2.28	11.00	1.14	0.92	25.32	26.05
7/3/2025 1:23:27 PM	0.00	1.96	0.00	0.00	0.00	0.00	0.00	0.00	1.96	66.62	-0.82	25.37	0	1963	0	0	0	0	0	0	1963	121.52	2.07	9.19	10.94	-7.16	8.52	-0.22	0.92	25.34	26.18
7/3/2025 1:23:30 PM	0.00	1.23	0.00	0.00	0.00	0.00	0.00	0.00	1.23	64.62	-0.80	25.37	0	1226	0	0	0	0	0	0	1226	117.88	-0.72	2.40	6.41	-2.78	8.25	2.63	0.92	25.40	26.05
7/3/2025 1:23:33 PM	0.00	1.33	0.00	0.00	0.00	0.00	0.00	0.00	1.33	65.17	-0.78	25.45	0	1327	0	0	0	0	0	0	1327	118.87	0.77	-2.67	4.11	0.17	11.57	0.53	0.92	25.44	26.24
7/3/2025 1:23:35 PM	0.00	1.30	0.32	0.00	0.00	0.00	0.00	0.03	1.62	63.49	-0.74	25.51	0	1296	144	0	0	0	0	0	1440	115.81	3.04	-1.30	9.12	2.96	5.74	1.51	0.93	25.46	26.18
