Date/Time	Green Algae	Bluegreen	Diatoms	Cryptophyta	#5	#6	#7	Yellow substances	Total conc.	Transmission	Depth	Temp. Sample	Green Algae	Bluegreen	Diatoms	Cryptophyta	#5	#6	#7	Yellow substances	Total cell count	Trans. 700 nm	LED 3 [525 nm]	LED 4 [570 nm]	LED 5 [610 nm]	LED 6 [370 nm]	LED 7 [590 nm]	LED 8 [470 nm]	Pressure	Temp. LEDs	Temp. Sensor
date	µg/l	µg/l	µg/l	µg/l	µg/l	µg/l	µg/l	r.u.	µg/l	%	m	°C	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	r.u.	cells/ml	digits	digits	digits	digits	digits	digits	digits	bar	°C	°C
7/3/2025 12:54:06 PM	0.00	0.15	0.00	0.00	0.00	0.00	0.00	0.00	0.15	60.87	-0.82	23.77	0	154	0	0	0	0	0	0	154	111.05	-1.76	-0.24	1.20	1.60	5.47	-1.19	0.92	23.36	24.95
7/3/2025 12:54:09 PM	0.00	0.61	0.00	0.00	0.00	0.00	0.00	0.00	0.61	63.76	-0.82	23.74	0	607	0	0	0	0	0	0	607	116.30	0.94	1.37	4.12	1.12	5.07	-0.77	0.92	23.43	25.00
7/3/2025 12:54:11 PM	0.07	0.70	0.00	0.00	0.00	0.00	0.00	0.00	0.76	63.74	-0.82	23.79	35	698	0	0	0	0	0	0	733	116.27	0.74	0.30	5.19	1.17	4.95	0.53	0.92	23.48	25.03
7/3/2025 12:54:14 PM	0.15	0.40	0.00	0.00	0.00	0.00	0.00	0.03	0.54	63.63	-0.82	23.82	78	395	0	0	0	0	0	0	473	116.07	0.68	0.60	4.45	1.84	3.56	0.73	0.92	23.54	25.03
7/3/2025 12:54:16 PM	0.00	0.23	0.00	0.00	0.00	0.00	0.00	0.01	0.23	64.38	-0.82	23.82	0	226	0	0	0	0	0	0	226	117.44	1.29	0.76	2.97	1.19	3.44	-0.36	0.92	23.63	25.08
7/3/2025 12:54:19 PM	0.00	0.29	0.19	0.00	0.00	0.00	0.00	0.01	0.48	62.63	-0.82	23.82	0	287	85	0	0	0	0	0	371	114.25	1.63	0.48	3.77	1.50	3.49	0.65	0.92	23.68	25.16
7/3/2025 12:54:22 PM	0.00	1.17	0.00	0.00	0.00	0.00	0.00	0.00	1.17	63.08	-0.82	23.81	0	1171	0	0	0	0	0	0	1171	115.07	0.63	0.79	7.97	-0.66	5.98	-1.42	0.92	23.69	25.13
7/3/2025 12:54:25 PM	0.00	0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.13	45.87	-0.82	23.80	0	128	0	0	0	0	0	0	128	83.69	-1.99	0.80	3.33	-2.59	3.79	-0.02	0.92	23.78	25.15
7/3/2025 12:54:28 PM	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.00	51.43	-0.82	23.72	0	0	0	0	0	0	0	0	0	93.83	-3.82	-0.03	3.28	5.01	-0.28	-3.41	0.92	23.83	25.16
